item,id,name,artist,danceability,energy,key,mode,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
538,2OKo7g3KfmCt3kyLvUAL0g,The Search,NF,0.789,0.786,2,1,-4.788,0.297,0.596,0.0,0.0997,0.39,119.957,248040
539,1DIXPcTDzTj8ZMHt3PDt8p,Gangsta's Paradise,Coolio,0.647,0.514,8,1,-10.05,0.0593,0.0655,0.0,0.398,0.386,79.975,240693
540,5sNESr6pQfIhL3krM8CtZn,Numb / Encore,JAY-Z,0.687,0.793,2,1,-4.254,0.166,0.0603,0.0,0.582,0.751,107.045,205733
541,6EDO9iiTtwNv6waLwa1UUq,POPSTAR (feat. Drake),DJ Khaled,0.8,0.56,5,0,-4.818,0.261,0.057,0.0,0.134,0.45,163.071,200221
542,17N5FdRwJuv3UXQ7MHnbhF,Ballin,Logic,0.737,0.854,3,0,-6.414,0.221,0.0475,0.0,0.0905,0.65,150.621,166080
543,3zmduBNsQ6BPDTZAkXzG5K,Can't Be Touched (feat. Mr. Magic & Trouble),Roy Jones Jr.,0.642,0.777,4,0,-4.809,0.094,0.00323,0.0,0.227,0.413,96.986,214400
544,5BbdKBZO0TH0GhfxUfyhL9,Freestyle,Lil Baby,0.877,0.517,2,0,-5.426,0.0706,0.217,0.0,0.143,0.255,119.996,162053
545,6t2eIONH4Sax3R21QWiKNp,Believe Me,Lil Wayne,0.844,0.491,10,0,-8.807,0.17,0.272,0.0,0.111,0.196,91.935,337640
546,1q9huadusReYqEjnENS3uw,FOMF,Ab-Soul,0.728,0.785,5,0,-6.253,0.205,0.107,0.0,0.0884,0.735,132.039,160920
547,72QnwdvQfN69gXRaUfJTFL,Here We Go Again,DMX,0.797,0.515,7,1,-5.981,0.274,0.023,0.0,0.13,0.209,91.898,232933
548,15JINEqzVMv3SvJTAXAKED,Love The Way You Lie,Eminem,0.749,0.925,10,1,-5.034,0.227,0.241,0.0,0.52,0.641,86.989,263373
549,5A6OHHy73AR5tLxgTc98zz,Black and Yellow,Wiz Khalifa,0.684,0.834,2,0,-4.524,0.0675,0.0646,0.0,0.271,0.538,164.02,217667
550,3ee8Jmje8o58CHK66QrVC2,SAD!,XXXTENTACION,0.74,0.613,8,1,-4.88,0.145,0.258,0.00372,0.123,0.473,75.023,166606
551,7dt6x5M1jzdTEt8oCbisTK,Better Now,Post Malone,0.68,0.578,10,1,-5.804,0.04,0.331,0.0,0.135,0.341,145.038,231267
552,7ytR5pFWmSjzHJIeQkgog4,ROCKSTAR (feat. Roddy Ricch),DaBaby,0.746,0.69,11,1,-7.956,0.164,0.247,0.0,0.101,0.497,89.977,181733
553,0e7ipj03S05BNilyu5bRzt,rockstar (feat. 21 Savage),Post Malone,0.585,0.52,5,0,-6.136,0.0712,0.124,7.01e-05,0.131,0.129,159.801,218147
554,285pBltuF7vW8TeWk8hdRR,Lucid Dreams,Juice WRLD,0.511,0.566,6,0,-7.23,0.2,0.349,0.0,0.34,0.218,83.903,239836
555,0FZ4Dmg8jJJAPJnvBIzD9z,ZEZE (feat. Travis Scott & Offset),Kodak Black,0.861,0.603,8,0,-5.788,0.176,0.0521,0.0,0.0924,0.504,98.043,228760
556,78QR3Wp35dqAhFEc2qAGjE,Drip Too Hard (Lil Baby & Gunna),Lil Baby,0.897,0.662,1,0,-6.903,0.292,0.0852,0.0,0.534,0.389,112.511,145543
557,31UEIDEnR72bsUiavstcof,PUT YOU ON GAME,Russ,0.805,0.692,10,0,-2.142,0.301,0.273,0.0,0.126,0.601,145.904,159452
558,59nOXPmaKlBfGMDeOVGrIK,WAIT FOR U (feat. Drake & Tems),Future,0.463,0.642,1,1,-4.474,0.34,0.314,0.0,0.0686,0.339,83.389,189893
559,0JtIWgsblOvJfpoyhGkFuS,Mockingbird,Eminem,0.637,0.678,0,1,-3.798,0.266,0.209,0.0,0.156,0.254,84.039,250760
560,69WMdZSqdQwFgLVpbMsZ2J,WIN,Jay Rock,0.879,0.595,1,1,-2.936,0.0889,0.0152,0.0,0.391,0.355,125.994,215227
561,6HfOzLLjsaXsehIFEsrxTk,Trophies,Young Money,0.746,0.687,1,1,-7.475,0.382,0.155,0.0,0.137,0.283,143.931,188320
562,5Oddlu9had7aJxzOoLHhJ7,YES,Fat Joe,0.762,0.759,1,1,-3.008,0.173,0.00241,0.0,0.163,0.307,93.865,212469
563,1jo3TwNGCXfNdB5uba3ZVv,Killshot,Eminem,0.893,0.651,0,0,-8.647,0.367,0.0995,0.0,0.371,0.6,105.835,253580
564,63TyoT9Ee03rQxv8xmdJ2l,RAP DEVIL,Machine Gun Kelly,0.895,0.839,0,1,-4.512,0.227,0.217,3e-06,0.239,0.756,149.951,286117
565,2FjvG9IQg242g2LEornfjy,"Biggie/Tupac Live Freestyle (Funkmaster Flex & Big Kap Feat. DJ Mister Cee, Notorious B.I.G & Tupac)",Funk Flex,0.57,0.941,4,1,-2.853,0.423,0.737,0.00274,0.112,0.814,188.625,108973
566,0hSgKDMPSucWMaOOTTuchT,Party And Bullshit,The Notorious B.I.G.,0.701,0.848,2,1,-4.311,0.3,0.191,0.0,0.538,0.764,99.74,217049
567,1xIxMz1sNQ4b6svH1GuTtF,Gimme the Loot - 2005 Remaster,The Notorious B.I.G.,0.721,0.662,7,1,-8.136,0.403,0.0888,0.0,0.178,0.68,94.191,285947
568,43CKG4Ag1kYOsNUCcHr7nI,1970 Somethin' (feat. The Game & Faith Evans),The Notorious B.I.G.,0.786,0.635,8,1,-5.307,0.321,0.094,0.0,0.0771,0.483,97.315,205920
569,1ZlVEstPFrKs3alKIejN6I,Runnin' (Dying To Live),2Pac,0.545,0.796,10,0,-2.762,0.406,0.0467,0.000287,0.165,0.629,166.122,231987
570,12NFbnTFq0EvxPsstNBSrE,Turnpike Ike,Rick Ross,0.44,0.764,0,0,-4.426,0.374,0.0193,0.0,0.204,0.127,80.049,260413
571,0LFcFGLYTX6UmeIdO7NVd7,Ali Bomaye,The Game,0.381,0.69,10,0,-5.312,0.455,0.0209,0.0,0.438,0.223,78.239,372707
572,4dlkBs0JkWve3AYaHNs3E8,Down South,Big Tymers,0.875,0.748,1,1,-5.348,0.309,0.242,0.0,0.179,0.367,95.502,251227
573,5XfRfXOF90W0weM49Ls2wZ,Wayne's Takeover 1,Mannie Fresh,0.569,0.513,10,0,-6.468,0.553,0.215,0.0,0.0989,0.784,176.848,140293
574,78bxJYgCn9UEUJddAqQ0fZ,Wayne's Takeover 2,Mannie Fresh,0.586,0.63,3,1,-6.616,0.537,0.731,0.0,0.535,0.79,170.187,167587
575,47FjToieQbxqNnuiRRQtym,Real Big,Mannie Fresh,0.724,0.86,7,1,-3.544,0.0872,0.0139,0.0,0.254,0.553,96.956,228827
576,20Sp7dNLM3NjIu3TInDqjq,What Happened To That Boy,Baby,0.764,0.873,2,1,-6.21,0.291,0.0608,0.000363,0.0757,0.719,93.073,258067
577,48fEJFoMx9AQFq9SeppTz1,Major Distribution,50 Cent,0.469,0.948,6,1,-3.694,0.347,0.00632,6.85e-06,0.0806,0.715,176.995,264280
578,4l41FxnquwvQoKTLk31bQ0,Da Cook Up,Sheek Louch,0.691,0.785,11,0,-7.059,0.333,0.187,9.66e-06,0.0928,0.364,89.179,153708
579,7EUdsWV0Cs8nyTo4R5Ef9b,Bodak Yellow (feat. Kodak Black),Cardi B,0.851,0.718,11,0,-6.443,0.2,0.0708,0.0,0.329,0.493,125.031,153600
580,1A4smKdkzKwCCLJeuUG6lQ,Position,Mobb Deep,0.776,0.333,2,1,-10.058,0.306,0.0252,0.0,0.11,0.121,91.159,182240
581,1P396QZSuXTSe8yah0Jqd6,ME,Jadakiss,0.435,0.838,8,1,-5.047,0.236,0.00993,2.41e-06,0.324,0.454,182.714,225960
582,6AmSJWN7sT412xoRo9IuIU,Murdergram - Streets Is Watching/Soundtrack Version,Murder Inc.,0.75,0.708,10,0,-9.632,0.49,0.0673,0.0,0.669,0.54,88.321,294693
583,6iIQFnknhqitV3qJXICseF,Addiction (feat. Lil Wayne & Saweetie),Big K.R.I.T.,0.607,0.618,1,1,-5.697,0.316,0.0564,0.0,0.0877,0.504,186.991,169944
584,6JCMnoy633NXg8fxTbfJVn,Push The Line (feat. Whispers & Sheek Louch),Styles P,0.573,0.626,4,0,-9.084,0.394,0.165,0.0,0.215,0.39,177.487,260339
585,1tPvXyWwJUM9G903sjxNYa,Ride Dat,Birdman,0.791,0.805,7,1,-4.022,0.173,0.00515,0.0,0.124,0.224,180.036,206000
586,3R9j8urSPiBbapNbyuSYkE,Grinding All My Life,Nipsey Hussle,0.6,0.716,3,0,-5.554,0.384,0.0491,0.0,0.109,0.246,180.165,175040
587,2PfmHMfW6F5NZ7MLw60H71,Real Quick,G-Unit,0.727,0.382,2,1,-14.386,0.335,0.168,0.0,0.256,0.223,90.024,149029
588,5lFDtgWsjRJu8fPOAyJIAK,Back To Back,Drake,0.893,0.48,1,0,-3.728,0.356,0.00855,0.0,0.116,0.382,86.976,170638
589,4NVNapccSX7E5JLiW0uQEy,Pound Cake / Paris Morton Music 2,Drake,0.52,0.761,2,1,-6.75,0.536,0.139,1.13e-05,0.114,0.264,164.083,432853
590,3a8tAZFJxlmBwOtrf5L1oC,6 God,Drake,0.868,0.623,2,1,-8.595,0.101,0.0249,0.0,0.125,0.498,105.446,180667
591,7AxXoYI5jRkG8rLNb0O9KV,"Just Blaze, Bleek & Free",Memphis Bleek,0.623,0.97,10,0,-2.17,0.454,0.0869,0.0,0.0517,0.438,98.384,254813
592,4znAGZUl2gd0Lr7qvpkRMe,Break it Down,The LOX,0.515,0.822,2,1,-5.012,0.361,0.0168,0.0,0.156,0.358,173.234,221400
593,0FZffjsFTCOpV1Yilm5dGm,Let’s Work,The LOX,0.587,0.859,2,1,-7.21,0.401,0.000853,0.0,0.114,0.57,119.513,223907
594,28TaYSTqNY96c2oyUyAwwg,"Ryde Or Die, B****",The LOX,0.763,0.88,4,0,-4.741,0.348,0.066,0.0,0.0549,0.779,95.005,289907
595,2Ts26VdWhoWWeUUEiGZsFZ,What Else You Need To Know,The LOX,0.417,0.823,2,1,-4.401,0.307,0.0231,0.0,0.0439,0.511,93.88,191507
596,5ycBaLed1LSlpHzfnrHhsh,Blood Pressure,The LOX,0.768,0.88,4,1,-4.602,0.304,0.0736,0.0,0.0548,0.643,91.006,226560
597,6n1zJS81uTMFgsUzYimJBT,Let's Get It,The LOX,0.54,0.893,6,0,-6.341,0.606,0.068,0.0,0.321,0.662,172.416,239322
598,3TCUNBX84PZtfau4MgeRuL,All We Know,The LOX,0.441,0.735,2,1,-7.448,0.0805,0.0583,0.0,0.0823,0.0394,171.475,212881
599,2akTw09l0On8NzbKESxV2m,I Know You Don't Love Me,Tony Yayo,0.601,0.882,11,0,-2.549,0.224,0.173,0.0,0.248,0.664,91.983,235173
600,6uomW6zhtdTAuV1iurqZPN,Gunz For Sale - Non-LP Version,G-Unit,0.709,0.856,11,0,-2.913,0.297,0.0381,0.0,0.115,0.642,90.195,202693
601,4sIYnBng40BXsp54t9xCJr,On The Road Again,Sheek Louch,0.534,0.784,2,1,-3.496,0.384,0.00952,0.0,0.408,0.478,91.399,204227
602,77zeaNi0MfXEga1W3Sozbt,Ludaversal Intro,Ludacris,0.768,0.823,7,1,-6.333,0.0978,0.0596,0.0,0.339,0.406,135.967,215427
603,2cyrYMg4rxY8WNct3lVBm8,Grass Is Always Greener,Ludacris,0.662,0.805,5,1,-7.043,0.326,0.0847,0.0,0.387,0.614,94.929,195973
604,6u36hRCvYdPyPBB4oAQs7B,Game Got Switched,Ludacris,0.724,0.91,11,0,-5.452,0.276,0.0737,0.0,0.899,0.557,99.089,249307
605,62SPQYJxZ6ZPXqruevTRk4,Vices,Ludacris,0.767,0.772,1,1,-8.03,0.0528,0.0353,0.0,0.773,0.472,120.009,250713
606,1Epb6Kfe3GTgKrrWs1Y4Wy,Badd,Ying Yang Twins,0.585,0.697,1,0,-6.126,0.357,0.0339,0.0,0.255,0.402,133.177,225187
607,7N1Vjtzr1lmmCW9iasQ8YO,Survival of the Fittest,Mobb Deep,0.813,0.703,11,0,-5.077,0.268,0.125,1.26e-06,0.237,0.241,94.828,224533
608,21nhWZYZWPiMprMaXySHUe,The Recipe,Mack 10,0.89,0.657,10,0,-5.902,0.353,0.0257,0.0,0.049,0.786,94.909,299493
609,70CQuDAw80kMrzdKpKr0nw,Made Niggaz,Mack 10,0.869,0.526,1,1,-8.123,0.244,0.00395,1.11e-06,0.198,0.705,90.947,198160
610,3AHduOpEg5sb3Z6h7urFdK,Connected For Life,Mack 10,0.89,0.696,2,1,-7.166,0.259,0.134,1.98e-06,0.1,0.761,94.833,263827
611,7y9yjpRtZajYzVpXHRjwGz,No More ?'s,Eazy-E,0.935,0.805,7,1,-4.782,0.225,0.0143,1.53e-06,0.298,0.624,105.641,234360
612,4prHK0UHZtN5Fvlr6PFcV7,I Love Music (Kendrick Lamar & Oobergeek),Tech N9ne,0.545,0.858,6,1,-3.591,0.358,0.198,0.0,0.286,0.842,93.146,226813
613,7Av3NgtUw0W71RK9Z9UiPg,Love Me Tomorrow (feat. Big Scoob),Tech N9ne,0.574,0.774,4,0,-4.47,0.227,0.0273,0.0,0.0794,0.166,180.069,223960
614,25idmXJF6Z8GnFCT5PKgKL,E.B.A.H.,Tech N9ne,0.637,0.944,5,0,-3.682,0.27,0.0655,0.0,0.682,0.41,168.042,242600
615,269CNnIpYd1ApOQzqQtVMI,Priorities,Tech N9ne,0.452,0.936,6,0,-7.154,0.548,0.604,0.0,0.511,0.537,174.241,103307
616,6W19n0LX71Lr7TJc9qwwem,So Dope (They Wanna),Tech N9ne,0.775,0.668,1,1,-9.61,0.154,0.0561,0.0,0.639,0.3,120.028,259560
617,4GR5UTxY0eMYLNHBdvJW42,See Me,Tech N9ne,0.761,0.76,2,1,-6.275,0.378,0.00923,0.0,0.469,0.492,144.977,249667
618,5Db7N8VRDmHtO5eKf5k3JF,Bass Ackwards,Tech N9ne,0.627,0.582,10,0,-4.893,0.188,0.0105,0.0,0.42,0.25,174.154,243373
619,33MpATo5CCG2ennj6LAlYq,Speedom (Wwc2),Tech N9ne,0.708,0.934,10,0,-3.512,0.133,0.11,0.0,0.27,0.736,130.091,295307
620,584tXXid26a2ooT8UlfF8H,Life Sentences,Tech N9ne,0.62,0.761,9,0,-7.465,0.436,0.221,0.0,0.226,0.261,82.105,296693
621,0nGqScbbdzx4mSQAtFGIAi,Sriracha,Tech N9ne,0.564,0.765,1,1,-5.449,0.351,0.126,0.0,0.502,0.628,89.22,227413
622,13y4ppOeRSN6zn5KrgwJlK,Own Thang,JL,0.676,0.626,10,0,-6.89,0.0384,0.000496,0.223,0.123,0.0988,87.993,229040
623,78iKdUSgkz8y5fRmJLiSTj,Colossus,Murs,0.504,0.721,1,1,-8.402,0.21,0.00946,0.0,0.247,0.305,91.062,184573
624,0tdl6DyOBsgfGzQ0kfjvdh,No Reason (The Mosh Pit Song),Tech N9ne,0.756,0.773,8,1,-5.081,0.0576,0.153,0.0,0.559,0.219,105.95,239412
625,6iKTcbJB93WYo7SDumvIES,Hit the Ground Running,Tech N9ne,0.846,0.881,1,1,-4.589,0.115,0.0647,0.0,0.319,0.516,115.967,198653
626,3qhe5hLlEvHqgstWCb0Hqf,Green Lit,Tech N9ne,0.72,0.727,1,1,-7.638,0.23,0.309,0.0,0.124,0.684,98.931,195256
627,5jHilrZDaP1vJMZfdN1He3,The Recipe - Bonus Track,Kendrick Lamar,0.759,0.782,11,0,-6.975,0.0741,0.000589,0.0,0.35,0.507,131.04,352853
628,1rylJ0VXvhOzLGNm401iaI,Keep Their Heads Ringin',Dr. Dre,0.671,0.737,0,1,-5.131,0.108,0.0338,0.00344,0.0596,0.197,90.519,310227
629,1r3cH3Y1QGe8VseL8GEvn2,Shit Hits The Fan,Obie Trice,0.786,0.9,1,1,-0.839,0.205,0.0262,0.0235,0.306,0.627,91.984,292013
630,0FNPiAAdWdWaGr7JOnlKmi,Imagine,Snoop Dogg,0.803,0.627,6,0,-3.787,0.443,0.286,0.0,0.248,0.638,87.105,282187
631,2AsUIjkkqwLnv5vkiwkvsT,Natural Born Killaz,Ice Cube,0.738,0.915,9,1,-7.754,0.189,0.0164,9.79e-05,0.627,0.544,91.058,289227
632,3hZnp7n8WI3UnnURw1i1DF,Medicine Man,Dr. Dre,0.527,0.925,9,1,-4.499,0.493,0.0196,0.0,0.886,0.364,96.126,254307
633,4KVVy0GeXO03ni8Cv4SWk8,Bad Guys Always Die - From Wild Wild West Soundtrack,Eminem,0.722,0.747,2,1,-3.483,0.0509,0.0249,4.5e-06,0.197,0.343,95.866,279133
634,3i2XxFTLd2061UISvE5W7f,Compton,Kendrick Lamar,0.342,0.907,1,0,-4.432,0.415,0.0815,0.0,0.383,0.225,170.38,248093
635,2swCZgyEIdacDpUNcSQMQI,New Day,50 Cent,0.466,0.828,2,0,-4.289,0.24,0.0642,0.0,0.04,0.74,194.186,264840
636,23qpfRkkOK4IrbVxIHQQIC,The Watcher 2,JAY-Z,0.929,0.734,11,0,-2.889,0.289,0.245,0.0,0.108,0.751,99.002,356000
637,4K1XbNoR2iq1KucQzkPnKe,3 Kings,Rick Ross,0.487,0.862,7,1,-3.668,0.333,0.24,0.0,0.154,0.669,84.148,261493
638,63BokRfXSQhEU6Qi2dSJpZ,Mind Playing Tricks on Me,Geto Boys,0.886,0.512,10,0,-11.825,0.237,0.207,0.0,0.0991,0.454,93.997,308733
639,6smDUlA9yi62noYvUHEPJt,B.I.G Vs 2Pac,Dj Armz,0.616,0.891,1,1,-2.702,0.313,0.235,0.0,0.364,0.637,93.379,125021
640,0kkw9RbhQXk7TfhAwPASj3,Still Ballin' Pt.2,Dj Armz,0.913,0.879,4,0,-3.549,0.307,0.168,0.0,0.335,0.888,100.017,180200
641,4WoJLoQzVU6Ia1JG4S5XgT,Original Gangster (Detox Mix),Dj Armz,0.578,0.848,1,1,-5.239,0.354,0.123,0.0,0.666,0.641,93.672,248740
642,6XAA7T9VHcqKQSzjmXAJ8o,That's All She Wrote,T.I.,0.496,0.785,7,1,-3.472,0.306,0.0328,0.0,0.0941,0.357,170.02,318360
643,4anqYZt4APNlFwQixpbdZR,Da Rockwilder,Method Man,0.612,0.659,6,0,-6.995,0.406,0.0137,0.0,0.417,0.393,99.137,136093
644,20bLudc6r1NChyZcrjRd7T,For Free,DJ Khaled,0.916,0.571,10,0,-8.241,0.201,0.0173,1.11e-06,0.153,0.498,103.521,183695
645,5BzkU3PmXcO93VXKiQPrOw,"Bigger, Better, Faster - Acapella Intro",Raptile,0.398,0.904,6,1,-2.957,0.299,0.0608,0.0,0.202,0.34,199.729,240075
646,4M8SdMmrvx001Au6aZFchJ,Everything Remains Raw,Busta Rhymes,0.759,0.809,1,0,-7.886,0.293,0.0955,1.71e-06,0.35,0.508,86.848,220800
647,22XFWYPabTnoWvfultCjuK,Ill Vibe (feat. Q-Tip),Busta Rhymes,0.791,0.446,11,1,-9.994,0.423,0.144,2.52e-06,0.126,0.521,93.065,209760
648,3hfejOz57gFMYxdItd9sNM,Still Shining,Busta Rhymes,0.785,0.605,10,0,-9.775,0.474,0.0258,0.000336,0.273,0.792,92.557,177760
649,5osSw3tL07Tuid7AWsvYcc,"Ante Up (feat. Busta Rhymes, Teflon & Remi Martin) - Remix",M.O.P.,0.68,0.894,1,1,-4.86,0.255,0.0206,0.0,0.462,0.803,94.089,247693
650,72DuDVv06ZtKDceAlq40f2,Calm Down (feat. Eminem),Busta Rhymes,0.513,0.827,1,0,-3.958,0.309,0.0287,0.0,0.181,0.378,115.029,355667
651,3HVJbdz0V402U5YggQK4Ao,Touch It,Busta Rhymes,0.658,0.551,1,1,-6.62,0.37,0.0043,0.000108,0.197,0.442,138.335,214960
652,18Mh3v6rBCCpcNYzyaA2RN,Sometimes I Rhyme Slow,Nice & Smooth,0.797,0.563,6,0,-14.138,0.123,0.119,0.323,0.0969,0.687,108.369,172267
653,2Mb3zpobD0CvJGWv6NpsPy,They Reminisce Over You (T.R.O.Y.),Pete Rock & C.L. Smooth,0.761,0.683,2,1,-10.889,0.164,0.141,0.0,0.342,0.671,101.787,286693
654,6GAemDMWAXa8wZOBkO1gar,Buggin' Out,A Tribe Called Quest,0.887,0.419,10,0,-10.961,0.353,0.114,0.268,0.129,0.576,96.149,217467
655,0301nLjG0ti26rx5ZmfqtP,Scenario - LP Mix,A Tribe Called Quest,0.795,0.6,2,1,-14.004,0.341,0.112,0.000171,0.111,0.633,101.78,250133
656,671sDyeE398eD0sdGuVbZU,Steve Biko (Stir It Up),A Tribe Called Quest,0.853,0.494,10,0,-10.911,0.201,0.0109,0.000884,0.205,0.341,95.284,191533
657,399s2tSi1qcBfSwNGVr10V,New York Shit,Sheek Louch,0.518,0.658,2,1,-7.585,0.2,0.0349,0.0,0.111,0.385,89.541,232000
658,1eBiJDYlNJ74LFgFGZwflL,Street Art,Onyx,0.732,0.917,7,1,-5.34,0.452,0.184,0.0,0.113,0.542,91.918,189720
659,49ZFNGnSmE6sHsMDjGapAO,On That Shit,Sheek Louch,0.503,0.678,11,1,-6.902,0.365,0.0401,0.0,0.108,0.394,160.384,225000
660,6IJEotTkbvIkTsunheMk97,Get Ya Money,Joell Ortiz,0.724,0.862,1,1,-5.212,0.26,0.0434,0.0,0.224,0.803,90.024,163947
661,05tcltT2GvOzKdI5bhFLFL,GUNNERS,Gorilla Twins,0.511,0.861,9,1,-3.184,0.338,0.046,0.0,0.353,0.249,89.74,173053
662,2B9wgj9XzbJZLty03PRbVo,Bezerk (feat. A$AP Ferg),Big Sean,0.684,0.687,2,1,-4.673,0.2,0.0164,0.0,0.253,0.265,184.026,151067
663,0uFNdjWpogmaJYp2zlNJj5,Hollywood Whore,Machine Gun Kelly,0.734,0.836,6,0,-5.953,0.0817,0.0116,0.0,0.106,0.214,100.022,203175
664,6lJbA3HMQlOI2JMdKbBKDi,The Break Up,Machine Gun Kelly,0.771,0.713,9,0,-6.755,0.0643,0.00265,1.97e-06,0.105,0.235,130.095,200259
665,60SdxE8apGAxMiRrpbmLY0,Lucky You (feat. Joyner Lucas),Eminem,0.876,0.786,10,0,-4.884,0.306,0.0627,0.0,0.127,0.575,153.068,244679
666,69isnp4ZHaRjbvdbiswSAn,So High (feat. Ghost Loft),Wiz Khalifa,0.628,0.629,6,0,-4.829,0.0485,0.118,0.0,0.102,0.3,157.99,249288
667,3bidbhpOYeV4knp8AIu8Xn,Can't Hold Us (feat. Ray Dalton),Macklemore & Ryan Lewis,0.641,0.922,2,1,-4.457,0.0786,0.0291,0.0,0.0862,0.847,146.078,258343
668,4X4H99EbB2UkKDFXqtelhX,Pain Killas,S.P.,0.638,0.807,10,0,-5.749,0.346,0.442,0.0,0.386,0.76,78.638,226280
669,38iBrrbbXyWaSPkmuDNgjZ,The Adventures of Moon Man & Slim Shady (with Eminem),Kid Cudi,0.88,0.787,8,1,-5.189,0.118,0.226,0.0,0.12,0.588,113.018,264834
670,3ypOBbunlmAau3JdcGzrRb,Make a Move,Cypress Hill,0.812,0.416,2,1,-15.168,0.594,0.00737,1.22e-05,0.131,0.266,92.039,270800
671,27LdISOkULXfPw295HLtiX,Locotes,Cypress Hill,0.895,0.541,4,0,-13.018,0.411,0.146,0.129,0.0925,0.366,93.417,216133
672,73GcOAP0GpbrVzAZG3aAI3,Southland Killers (feat. M.C. Ren & King Tee),Cypress Hill,0.901,0.734,0,1,-5.187,0.178,0.0422,4.38e-06,0.121,0.707,94.205,205880
673,5JoUwqXt9IPLbiJ6pXwarL,White Label,Nas,0.565,0.717,11,0,-4.455,0.331,0.475,0.0,0.193,0.341,75.505,178027
674,0YHI5hydPPth6J5UOzdLDX,Lay Low,Snoop Dogg,0.87,0.653,0,1,-4.353,0.326,0.151,0.0,0.303,0.755,94.84,223000
675,37ZBmAekfkMcg6TQSo1fkL,"Living in Pain (feat. 2Pac, Mary J. Blige & Nas)",The Notorious B.I.G.,0.576,0.801,2,1,-5.365,0.316,0.0625,0.0,0.0997,0.482,176.482,241400
676,3Oj5f6XETShvp2xknJyGMf,Arrest The President,Ice Cube,0.844,0.85,1,1,-2.882,0.215,0.0954,1.12e-06,0.597,0.608,94.969,233720
677,1z9EbieFSoVLz7A3Q2DCiu,Murder Was The Case,Snoop Dogg,0.464,0.687,9,1,-7.623,0.0858,0.00643,2.47e-06,0.32,0.458,91.064,218187
678,3gTPlYouwH2OoVbMQBB4UC,Gz and Hustlas,Snoop Dogg,0.674,0.767,10,0,-6.598,0.319,0.354,0.0,0.346,0.797,91.719,275893
679,4h4DwmPoliocSmF7J33pDP,Pump Pump,Snoop Dogg,0.824,0.662,11,0,-6.945,0.152,0.00119,0.000359,0.0698,0.412,97.234,279280
680,5lcFuNE5Y6p3jfVJqfNCUl,Gold Rush,Snoop Dogg,0.741,0.782,10,0,-3.576,0.131,0.00532,0.0,0.0805,0.764,91.545,291293
681,38aGhG0KaU7m5K1OTH62aM,Buck 'Em,Snoop Dogg,0.826,0.726,7,1,-6.019,0.261,0.0213,0.0698,0.052,0.398,94.785,164107
682,7FrJV8tydWEv1Mxu2mIQrm,Beautiful,Snoop Dogg,0.907,0.695,11,0,-6.268,0.135,0.246,0.0,0.0808,0.961,101.007,298307
683,1iTbR8bmAiUMyZSgtGXudI,Hourglass,Snoop Dogg,0.765,0.885,8,1,-5.252,0.355,0.311,0.0,0.281,0.774,109.894,260200
684,7son9e0bPpoGJFDOSh2liR,The One And Only,Snoop Dogg,0.85,0.762,1,1,-4.066,0.316,0.0179,0.0,0.347,0.946,96.996,229867
685,3KAIypz76ZvPmVLYPcRAnb,You Got What I Want,Snoop Dogg,0.604,0.958,9,1,-3.501,0.41,0.0475,0.0,0.151,0.445,121.45,216467
686,2NBQmPrOEEjA8VbeWOQGxO,Drop It Like It's Hot,Snoop Dogg,0.888,0.632,1,1,-3.872,0.219,0.19,0.0,0.101,0.662,91.979,266067
687,6HU1LPq2PZ9ZS9ouTYwvdt,The Bidness,Snoop Dogg,0.709,0.881,1,1,-3.201,0.335,0.354,0.0,0.315,0.932,88.165,208373
688,4ruc7Nwc3AIIt7oPqnYMHS,Upside Down,Snoop Dogg,0.869,0.633,6,0,-7.244,0.351,0.00301,1.84e-06,0.628,0.698,93.529,284073
689,2AX9DgPh3rly8amlkAbTeB,My Fucn House,Snoop Dogg,0.612,0.883,1,1,-5.307,0.412,0.188,0.0,0.913,0.523,81.532,307960
690,5PvZg5UY5b6vSL4igLAOOn,I Don't Need No Bitch,Snoop Dogg,0.528,0.781,11,1,-5.089,0.0829,0.00362,0.0,0.215,0.443,87.122,239347
691,5Rgfq410dDUY2SJre1OhRJ,Keep'a Nigga High,Daz Dillinger,0.939,0.45,4,0,-7.928,0.248,0.000353,0.0,0.294,0.357,98.97,211236
692,2wGSgTmgSF3xjRrHkTc25R,Hate It Or Love It,The Game,0.802,0.785,9,1,-4.781,0.207,0.14,0.0,0.123,0.435,99.998,206400
693,5NmRqFVe2V1e0wUrYhes9a,No More Fun And Games,The Game,0.344,0.91,6,1,-4.617,0.341,0.259,0.0,0.359,0.822,188.946,157907
694,480FFTStSNmkQtWcRAFpK5,Compton,The Game,0.733,0.935,1,1,-2.634,0.248,0.171,0.0,0.189,0.72,91.943,281200
695,4sMTKm8fU6O8O4OZlmGWTr,Let's Ride,The Game,0.878,0.739,5,1,-5.157,0.189,0.169,0.0,0.119,0.824,93.601,237680
696,39eqFxMlNPNcwSfUZGAhcG,Never Can Say Goodbye,The Game,0.69,0.646,1,1,-2.935,0.325,0.179,0.0,0.0463,0.5,82.821,280267
697,0LVkzQGyBBblqZItrARUtF,Ricky,The Game,0.377,0.956,2,0,-1.806,0.148,0.17,0.0,0.169,0.081,83.165,247027
